"","Fiscal.Year","ProductOrServiceArea","SubCustomer","Customer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"130303",2011-09-30,"Clothing & Subsistence","DLA","Defense","8905","MEAT, POULTRY, AND FISH",-2,0,1,0,2,"Not PBL","Not PBL",247756621.89,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.258607751148013,0.259920920992446,8.39402527087418,TRUE,1,8.47510139783105e-05,0.000148887108733825,1,"No history [0-3]",0.000119869945461464
"130304",2011-09-30,"Clothing & Subsistence","DLA","Defense","8915","FRUITS AND VEGETABLES",-2,0,1,0,2,"Not PBL","Not PBL",72993225.01,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.0761901483192562,0.0765770300146874,7.863282552212,TRUE,1,2.49690594986037e-05,4.38646206345255e-05,1,"No history [0-3]",3.53156813095787e-05
"130305",2011-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",-2,0,1,0,2,"Not PBL","Not PBL",791677972.31,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.826351515817028,0.830547599989509,8.89854856127506,TRUE,1,0.000270812180056905,0.000475751741553151,1,"No history [0-3]",0.000383030712317248
"130306",2011-09-30,"Fuels","DLA","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,0,1,0,2,"Not PBL","Not PBL",5657,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,5.90476265410913e-06,5.93474611833823e-06,3.75258617874041,TRUE,1,1.93511068409774e-09,3.39952315979347e-09,1,"No history [0-3]",2.7369774268902e-09
"130307",2011-09-30,"Other","DLA","Defense","9660","PRECIOUS METALS PRIMARY FORMS",-2,0,1,0,2,"Not PBL","Not PBL",790598.31,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000825224566959482,0.000829414928661351,5.89795588165069,TRUE,1,2.70442856020968e-07,4.75102928219652e-07,1,"No history [0-3]",3.82508348631348e-07
"130308",2011-09-30,"Clothing & Subsistence","DLA","Defense","8945","FOOD, OILS AND FATS",-2,0,1,0,2,"Not PBL","Not PBL",195201.92,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000203751282875446,0.000204785900125892,5.29048408505867,TRUE,1,6.67734348503433e-08,1.17304834342611e-07,1,"No history [0-3]",9.44428581802414e-08
"130309",2009-09-30,"Other","DLA","Defense","9670","IRON AND STEEL SCRAP",-2,0,1,0,2,"Not PBL","Not PBL",-15366.03,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.927386935,0.946086808,0.968004196,1.1073,0.9238,-1.65691680786941e-05,-1.66335029227105e-05,NA,TRUE,1,-5.42359665904645e-09,-9.52795238190915e-09,1,"No history [0-3]",-7.67101424758475e-09
"130310",2011-09-30,"Other","Navy","Defense","5530","PLYWOOD AND VENEER",-2,0,1,0,2,"Not PBL","Not PBL",186834.69,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000195017588828718,0.000196007857742342,5.27145751577444,TRUE,1,6.39112258757449e-08,1.12276622893377e-07,1,"No history [0-3]",9.03946135920147e-08
"130311",2011-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,1,0,2,"Not PBL","Not PBL",28420.82,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,2.96655818517161e-05,2.98162190516156e-05,4.45363660407483,TRUE,1,9.72201386473726e-09,1.70792356037337e-08,1,"No history [0-3]",1.3750599751407e-08
"130312",2011-09-30,"Fuels","Navy","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,1,0,2,"Not PBL","Not PBL",12500,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,1.30474691844377e-05,1.31137221989089e-05,4.09691001300806,TRUE,1,4.27592072674946e-09,7.51176232940044e-09,1,"No history [0-3]",6.04776698535044e-09
"130313",2011-09-30,"Other","Navy","Defense","9680","NONFERROUS SCRAP",-2,0,1,0,2,"Not PBL","Not PBL",63893.31,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,6.6691679465338e-05,6.70303294167016e-05,4.80545538738866,TRUE,1,2.18562182823703e-08,3.83961087326964e-08,1,"No history [0-3]",3.09129480642209e-08
"130314",2009-09-30,"Clothing & Subsistence","Navy","Defense","8925","SUGAR, CONFECTIONERY, AND NUTS",-2,0,1,0,2,"Not PBL","Not PBL",2814435.68,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.927386935,0.946086808,0.968004196,1.1073,0.9238,0.00303480195135594,0.00304658549469582,6.44939132791529,TRUE,1,9.93383714020416e-07,1.7451358054739e-06,1,"No history [0-3]",1.40501978716629e-06
"130315",2009-09-30,"Other","Navy","Defense","9680","NONFERROUS SCRAP",-2,0,1,0,2,"Not PBL","Not PBL",136982.05,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.927386935,0.946086808,0.968004196,1.1073,0.9238,0.000147707547766995,0.000148281067330591,5.13666366134114,TRUE,1,4.83492085287699e-08,8.49379084627778e-08,1,"No history [0-3]",6.838404306209e-08
"130316",2011-09-30,"Other","Army","Defense","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,1,0,2,"Not PBL","Not PBL",194977.97,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000203517524417537,0.000204550954678976,5.28998554445011,TRUE,1,6.66968274546028e-08,1.17170253608718e-07,1,"No history [0-3]",9.43345063869319e-08
"130317",2011-09-30,"Other","Army","Defense","9670","IRON AND STEEL SCRAP",-2,0,1,0,2,"Not PBL","Not PBL",503976.24,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000526049156887102,0.000528720352496853,5.70241006208019,TRUE,1,1.72396996032421e-07,3.0285997876359e-07,1,"No history [0-3]",2.43834469253844e-07
"130318",2010-09-30,"Clothing & Subsistence","Army","Defense","8910","DAIRY FOODS AND EGGS",-2,0,1,0,2,"Not PBL","Not PBL",78534.48,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,8.36412176272051e-05,8.40120667522465e-05,4.89506037249095,TRUE,1,2.73933618597531e-08,4.81235356882203e-08,1,"No history [0-3]",3.87445605426632e-08
"130319",2010-09-30,"Other","DLA","Defense","9660","PRECIOUS METALS PRIMARY FORMS",-2,0,1,0,2,"Not PBL","Not PBL",849545.92,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.000904788001130512,0.000908799657680787,5.92918685850067,TRUE,1,2.96327406803189e-07,5.20575846429516e-07,1,"No history [0-3]",4.19118880410394e-07
"130320",2011-09-30,"Clothing & Subsistence","Navy","Defense","8955","COFFEE, TEA, AND COCOA",-2,0,1,0,2,"Not PBL","Not PBL",5376,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,5.61145554684297e-06,5.63994964330676e-06,3.73045926004577,TRUE,1,1.83898798616041e-09,3.23065874262854e-09,1,"No history [0-3]",2.60102362505952e-09
"130321",2011-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,1,0,2,"Not PBL","Not PBL",92804.66,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,9.68692753217774e-05,9.73611624003357e-05,4.96756978399337,TRUE,1,3.1746029538635e-08,5.57701239184653e-08,1,"No history [0-3]",4.49008767067738e-08
"130322",2011-09-30,"Other","Navy","Defense","9610","ORES",-2,0,1,0,2,"Not PBL","Not PBL",4123488.76,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.00430408740227802,0.00432594288711708,6.6152648150804,TRUE,1,1.4105368844322e-06,2.47797340264593e-06,1,"No history [0-3]",1.99503193497533e-06
"130323",2010-09-30,"Other","Navy","Defense","9680","NONFERROUS SCRAP",-2,0,1,0,2,"Not PBL","Not PBL",44212.35,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,4.70872766733817e-05,4.72960526315789e-05,4.64554359938695,TRUE,1,1.54215690002666e-08,2.70919805298906e-08,1,"No history [0-3]",2.18119235182867e-08
"130324",2010-09-30,"Fuels","Other DoD","Defense","9140","FUEL OILS",-2,0,1,0,2,"Not PBL","Not PBL",139929,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.000149027942139009,0.000149688703465982,5.14590773046601,TRUE,1,4.88081888575998e-08,8.57442262980155e-08,1,"No history [0-3]",6.90332146106311e-08
"130325",2012-09-30,"Other","Air Force","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,1,0,2,"Not PBL","Not PBL",797045.74,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000813117407233979,0.000820765873751416,5.90148324493389,TRUE,1,2.6762270529677e-07,4.70148602981409e-07,1,"No history [0-3]",3.78519590295203e-07
"130326",2012-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,1,0,2,"Not PBL","Not PBL",365695.45,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000373069349998989,0.000376578570693029,5.56311955685928,TRUE,1,1.2278894514099e-07,2.15710587618419e-07,1,"No history [0-3]",1.736699476078e-07
"130327",2012-09-30,"Fuels","Air Force","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,1,0,2,"Not PBL","Not PBL",0,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0,0,0,TRUE,1,0,0,1,"No history [0-3]",0
"130328",2012-09-30,"Other","Army","Defense","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,1,0,2,"Not PBL","Not PBL",196752.03,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000200719347049797,0.000202607383379673,5.29391922191166,TRUE,1,6.60630976350632e-08,1.16056943028459e-07,1,"No history [0-3]",9.34381730530917e-08
"130329",2011-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,1,0,2,"Not PBL","Not PBL",171343643.99,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.178848073192703,0.179756235826689,8.23386799886645,TRUE,1,5.86121470986898e-05,0.000102967418424503,1,"No history [0-3]",8.28997146617889e-05
"130330",2011-09-30,"Fuels","Army","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,1,0,2,"Not PBL","Not PBL",138.66,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,1.44732966169131e-07,1.45467897608057e-07,2.14195119586275,TRUE,1,4.74319334376865e-11,8.33264771675732e-11,1,"No history [0-3]",6.70866696150954e-11
"130331",2012-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,1,0,2,"Not PBL","Not PBL",86787064.98,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.0885370433796992,0.0893698537534754,7.93845500136979,TRUE,1,2.91403465938029e-05,5.11925668873204e-05,1,"No history [0-3]",4.12154568182659e-05
"130332",2012-09-30,"Other","Army","Defense","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,1,0,2,"Not PBL","Not PBL",797007.81,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000813078712411701,0.000820726814952116,5.90146257713424,TRUE,1,2.67609969604572e-07,4.70126229439194e-07,1,"No history [0-3]",3.78501577215979e-07
"130333",2012-09-30,"Clothing & Subsistence","DLA","Defense","8945","FOOD, OILS AND FATS",-2,0,1,0,2,"Not PBL","Not PBL",183525.88,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000187226504348338,0.000188987622284008,5.26369731517492,TRUE,1,6.16221755323231e-08,1.08255313042553e-07,1,"No history [0-3]",8.71570317986602e-08
"130334",2012-09-30,"Other","DLA","Defense","9660","PRECIOUS METALS PRIMARY FORMS",-2,0,1,0,2,"Not PBL","Not PBL",826174.59,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000842833612715119,0.000850761600247142,5.91707183359326,TRUE,1,2.77403250186432e-07,4.87330663491456e-07,1,"No history [0-3]",3.92352975023877e-07
"130335",2010-09-30,"Clothing & Subsistence","DLA","Defense","8910","DAIRY FOODS AND EGGS",-2,0,1,0,2,"Not PBL","Not PBL",3507752234.31,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,3.73584530020747,3.75240932211168,9.54502890993001,TRUE,1,0.00122352788569825,0.00214944365625457,1,"No history [0-3]",0.00173053057473464
"130336",2010-09-30,"Clothing & Subsistence","DLA","Defense","8925","SUGAR, CONFECTIONERY, AND NUTS",-2,0,1,0,2,"Not PBL","Not PBL",299213.89,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.000318670399174638,0.000320083322635858,5.47598175032322,TRUE,1,1.04367844063326e-07,1.83349152039031e-07,1,"No history [0-3]",1.47615552764986e-07
"130337",2012-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,1,0,2,"Not PBL","Not PBL",21463771.83,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.0218965683197445,0.022102535094223,7.33170604293361,TRUE,1,7.20685450626359e-06,1.2660706699952e-05,1,"No history [0-3]",1.01932144060908e-05
"130338",2012-09-30,"Other","Navy","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,1,0,2,"Not PBL","Not PBL",1281642.58,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.00130748568037045,0.001319784347647,6.10776692754154,TRUE,1,4.3033496983891e-07,7.55994842289087e-07,1,"No history [0-3]",6.08656191157219e-07
"130339",2010-09-30,"Clothing & Subsistence","Navy","Defense","8905","MEAT, POULTRY, AND FISH",-2,0,1,0,2,"Not PBL","Not PBL",0,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0,0,0,TRUE,1,0,0,1,"No history [0-3]",0
"130340",2010-09-30,"Clothing & Subsistence","Navy","Defense","8915","FRUITS AND VEGETABLES",-2,0,1,0,2,"Not PBL","Not PBL",94583.9,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.000100734257919958,0.000101180894308943,4.97581721741423,TRUE,1,3.29915089373063e-08,5.79581310932606e-08,1,"No history [0-3]",4.66624550122596e-08
"130341",2010-09-30,"Clothing & Subsistence","Navy","Defense","8955","COFFEE, TEA, AND COCOA",-2,0,1,0,2,"Not PBL","Not PBL",175915.2,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.000187354159945202,0.00018818485237484,5.24530336640984,TRUE,1,6.13604206742166e-08,1.07795472833084e-07,1,"No history [0-3]",8.67868115606636e-08
"130342",2010-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",-2,0,1,0,2,"Not PBL","Not PBL",2798987.55,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.00298099289389052,0.0029942100449294,6.44700096671256,TRUE,1,9.76305933369571e-07,1.71513426017858e-06,1,"No history [0-3]",1.38086535479875e-06
"130343",2010-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,1,0,2,"Not PBL","Not PBL",79207.29,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,8.43577773807268e-05,8.47318035943517e-05,4.89876515458285,TRUE,1,2.76280425731527e-08,4.85358131496154e-08,1,"No history [0-3]",3.90764877137441e-08
"130344",2011-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,1,0,2,"Not PBL","Not PBL",7183465101.16,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,7.4980831635895,7.53615726097356,9.85633398620611,TRUE,1,0.00245727418527452,0.00431683860331651,1,"No history [0-3]",0.003475513846337
"130345",2011-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,1,0,2,"Not PBL","Not PBL",33884466.72,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.0353685228288244,0.0355481186739404,7.530000655023,TRUE,1,1.1590983485032e-05,2.03625648527295e-05,1,"No history [0-3]",1.63940287316337e-05
"130346",2011-09-30,"Clothing & Subsistence","Navy","Defense","8915","FRUITS AND VEGETABLES",-2,0,1,0,2,"Not PBL","Not PBL",0,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0,0,0,TRUE,1,0,0,1,"No history [0-3]",0
"130347",2011-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",-2,0,1,0,2,"Not PBL","Not PBL",1742711.31,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.00181903776916768,0.00182827455937893,6.24122544972728,TRUE,1,5.96135632893577e-07,1.04726665355825e-06,1,"No history [0-3]",8.43160954049185e-07
"130348",2012-09-30,"Clothing & Subsistence","DLA","Defense","8925","SUGAR, CONFECTIONERY, AND NUTS",-2,0,1,0,2,"Not PBL","Not PBL",119169.23,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000121572163875651,0.000122715714138606,5.07616413320386,TRUE,1,4.00132515867069e-08,7.02936408679258e-08,1,"No history [0-3]",5.65938513332934e-08
"130349",2011-09-30,"Clothing & Subsistence","Other DoD","Defense","8910","DAIRY FOODS AND EGGS",-2,0,1,0,2,"Not PBL","Not PBL",-3021.9,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,-3.15425177027618e-06,-3.17026856903063e-06,NA,TRUE,1,-1.03371238753314e-09,-1.81598356665722e-09,1,"No history [0-3]",-1.46205976424244e-09
"130350",2011-09-30,"Fuels","Air Force","Defense","9110","FUELS, SOLID",-2,0,1,0,2,"Not PBL","Not PBL",11770587.56,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.0122861102777461,0.0123484972303819,7.07079814234189,TRUE,1,4.02640794510587e-06,7.0734284982494e-06,1,"No history [0-3]",5.69486166748357e-06
"130351",2012-09-30,"Fuels","Air Force","Defense","9110","FUELS, SOLID",-2,0,1,0,2,"Not PBL","Not PBL",7501004.94,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.00765225555118338,0.00772423534136546,6.87511945147964,TRUE,1,2.51859979138366e-06,4.42457291534818e-06,1,"No history [0-3]",3.56225141695268e-06
"130352",2012-09-30,"Other","Army","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,1,0,2,"Not PBL","Not PBL",288040.16,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000293848215133125,0.000296612254144784,5.45945304349,TRUE,1,9.6714759247461e-08,1.69904526215197e-07,1,"No history [0-3]",1.36791200153412e-07
"130353",2011-09-30,"Other","Army","Defense","9680","NONFERROUS SCRAP",-2,0,1,0,2,"Not PBL","Not PBL",17709.42,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,1.84850489379412e-05,1.85789131347042e-05,4.24820433787419,TRUE,1,6.05792608293692e-09,1.06423163225225e-08,1,"No history [0-3]",8.56819564845638e-09
"130354",2012-09-30,"Clothing & Subsistence","Army","Defense","8905","MEAT, POULTRY, AND FISH",-2,0,1,0,2,"Not PBL","Not PBL",1631487.46,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.00166438484874149,0.0016800406343322,6.21258374004621,TRUE,1,5.47801795795252e-07,9.6235574899464e-07,1,"No history [0-3]",7.74798651995758e-07
"130355",2012-09-30,"Clothing & Subsistence","Army","Defense","8915","FRUITS AND VEGETABLES",-2,0,1,0,2,"Not PBL","Not PBL",287980.66,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000293787515372367,0.000296550983420863,5.45936332269913,TRUE,1,9.66947810327036e-08,1.69869429306107e-07,1,"No history [0-3]",1.36762943411682e-07
"130356",2012-09-30,"Fuels","Army","Defense","9140","FUEL OILS",-2,0,1,0,2,"Not PBL","Not PBL",135227686.02,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.137954423346937,0.139252070868088,8.13106561656689,TRUE,1,4.54051723100541e-05,7.97659462639015e-05,1,"No history [0-3]",6.42200638433357e-05
"130357",2012-09-30,"Other","Army","Defense","9680","NONFERROUS SCRAP",-2,0,1,0,2,"Not PBL","Not PBL",24603.1,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,2.50991980484311e-05,2.53352898774586e-05,4.39098983182177,TRUE,1,8.26094143692049e-09,1.45124834291341e-08,1,"No history [0-3]",1.16840914700729e-08
"130358",2012-09-30,"Other","DLA","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,1,0,2,"Not PBL","Not PBL",7356881.55,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.00750522605046919,0.00757582282978066,6.86669376370928,TRUE,1,2.47020772353528e-06,4.33955971338885e-06,1,"No history [0-3]",3.49380675462407e-06
"130359",2011-09-30,"Clothing & Subsistence","Navy","Defense","8945","FOOD, OILS AND FATS",-2,0,1,0,2,"Not PBL","Not PBL",229472.9,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000239523247313084,0.000240739509022241,5.36073140414171,TRUE,1,7.84966343469846e-08,1.37899670867062e-07,1,"No history [0-3]",1.1102389029221e-07
"130360",2011-09-30,"Other","Navy","Defense","9410","CRUDE GRADES OF PLANT MATERIALS",-2,0,1,0,2,"Not PBL","Not PBL",11074.32,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,1.15593479150882e-05,1.16180444817457e-05,4.04431706859133,TRUE,1,3.78823315381249e-09,6.65501278397807e-09,1,"No history [0-3]",5.35799255049649e-09
"130361",2011-09-30,"Other","DLA","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,1,0,2,"Not PBL","Not PBL",4884582.66,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.0050985153388151,0.00512440480486781,6.68882746340754,TRUE,1,1.6708870589932e-06,2.93534592161845e-06,1,"No history [0-3]",2.36326541986906e-06
"130362",2012-09-30,"Clothing & Subsistence","Navy","Defense","8955","COFFEE, TEA, AND COCOA",-2,0,1,0,2,"Not PBL","Not PBL",179282.1,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000182897152571775,0.000184617547111523,5.25353693061464,TRUE,1,6.01972486714326e-08,1.05752059918887e-07,1,"No history [0-3]",8.51416470016685e-08
