"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","Contracting.Agency.ID","MajorCommandID","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","MajorCommandCode","ContractingOfficeCode","MajorCommandName","MCC_StartFiscal_Year","MCC_EndFiscal_Year","ContractingOfficeName","Contracting.Department.ID","Contracting.Agency.Name","CSIS.Name","Summarized.Agency","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"532052",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","3460","MACHINE TOOL ACCESSORIES",0,1,1,0,2,"Not PBL","Not PBL",30299.48,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.96634791082934e-05,3.029948e-05,3.07274858544859e-05,3.07452866565195e-05,4.48143517519972,2014-09-30,2013-10-01,TRUE,1,8.75456867054304e-09,1.59306025494106e-08,5,"Outer edge [4-5]",2.33807297911082e-08
"532053",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","3740","PEST DISEASE & FROST CONT EQ",0,1,1,0,2,"Not PBL","Not PBL",0,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0,0,0,0,0,2014-09-30,2013-10-01,TRUE,1,0,0,5,"Outer edge [4-5]",0
"532054",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","3940","BLOCKS, TACKLE, RIGGING, AND SLINGS",0,1,1,0,2,"Not PBL","Not PBL",10647.21,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.04237198591069e-05,1.064721e-05,1.07976108720262e-05,1.08038660578387e-05,4.02723581994889,2014-09-30,2013-10-01,TRUE,1,3.07634755100393e-09,5.597999397023e-09,5,"Outer edge [4-5]",8.21596740403416e-09
"532055",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4710","PIPE, TUBE AND RIGID TUBING",0,1,1,0,2,"Not PBL","Not PBL",1909912.15,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00186982216065097,0.00190991215,0.00193689127907264,0.00193801334348047,6.28101339151596,2014-09-30,2013-10-01,TRUE,1,5.518397369156e-07,1.00417734449371e-06,5,"Outer edge [4-5]",1.47379228633311e-06
"532056",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5307","STUDS",0,1,1,0,2,"Not PBL","Not PBL",685219.09,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000670836006453537,0.00068521909,0.000694898390837027,0.000695300953830543,5.83582945377708,2014-09-30,2013-10-01,TRUE,1,1.97983515815189e-07,3.60268657483853e-07,5,"Outer edge [4-5]",5.28752387532691e-07
"532065",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5411","RIGID WALL SHELTERS",0,1,1,0,2,"Not PBL","Not PBL",4919.04,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,4.81578694660303e-06,4.91904e-06,4.98852561224319e-06,4.99141552511415e-06,3.69188035411222,2014-09-30,2013-10-01,TRUE,1,1.42128094188904e-09,2.58629095828222e-09,5,"Outer edge [4-5]",3.7957993032109e-09
"532066",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5640","WALLBOARD BLDG & THERMAL INSULATION",0,1,1,0,2,"Not PBL","Not PBL",59418.16,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,5.81709437856106e-05,5.941816e-05,6.0257491907438e-05,6.02923997970573e-05,4.77391919889445,2014-09-30,2013-10-01,TRUE,1,1.71679633444968e-08,3.12403741310838e-08,5,"Outer edge [4-5]",4.58502899602512e-08
"532067",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0,1,1,0,2,"Not PBL","Not PBL",6913240.88,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00676812857562175,0.00691324088,0.00701089627111929,0.00701495776763064,6.83968168939108,2014-09-30,2013-10-01,TRUE,1,1.99747461078426e-06,3.63478491339184e-06,5,"Outer edge [4-5]",5.33463336651728e-06
"532068",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","6635","PHYSICAL PROPERTIES TEST EQ",0,1,1,0,2,"Not PBL","Not PBL",1206977.95,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00118164289301321,0.00120697795,0.00122402753728121,0.0012247366311517,6.08169933614474,2014-09-30,2013-10-01,TRUE,1,3.48737712564911e-07,6.34594587344484e-07,5,"Outer edge [4-5]",9.31369954625481e-07
"532073",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","7690","MISCELLANEOUS PRINTED MATTER",0,1,1,0,2,"Not PBL","Not PBL",0,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0,0,0,0,0,2014-09-30,2013-10-01,TRUE,1,0,0,5,"Outer edge [4-5]",0
"532074",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","9515","PLATE, SHEET, STRIP, FOIL, AND LEAF",0,1,1,0,2,"Not PBL","Not PBL",11196.4,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.09613820926331e-05,1.11964e-05,1.13545586465895e-05,1.13611364789447e-05,4.04907840557562,2014-09-30,2013-10-01,TRUE,1,3.23502755370284e-09,5.88674783805601e-09,5,"Outer edge [4-5]",8.63975233347779e-09
"532445",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","4240","SAFETY AND RESCUE EQUIPMENT",0,1,1,0,2,"Not PBL","Not PBL",2936985.31,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.0028753365531207,0.00293698531,0.00297847271860302,0.00298019818366311,6.46790177430561,2014-09-30,2013-10-01,TRUE,1,8.48596727758072e-07,1.54418312350798e-06,5,"Outer edge [4-5]",2.26633790195621e-06
"532505",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5315","NAILS, MACHINE KEYS, AND PINS",0,1,1,0,2,"Not PBL","Not PBL",26511.03,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.59545505251027e-05,2.651103e-05,2.68855207849392e-05,2.6901095890411e-05,4.42342660116299,2014-09-30,2013-10-01,TRUE,1,7.65995431808819e-09,1.39387435726785e-08,5,"Outer edge [4-5]",2.04573553379122e-08
"532506",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5320","RIVETS",0,1,1,0,2,"Not PBL","Not PBL",79750.36,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,7.80763609718344e-05,7.975036e-05,8.08769014778523e-05,8.09237544393709e-05,4.90173265217637,2014-09-30,2013-10-01,TRUE,1,2.30426397786539e-08,4.19304650882595e-08,5,"Outer edge [4-5]",6.15397233848106e-08
"532507",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5325","FASTENING DEVICES",0,1,1,0,2,"Not PBL","Not PBL",277248.78,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000271429192624092,0.00027724878,0.000281165154175038,0.00028132803652968,5.44286964376463,2014-09-30,2013-10-01,TRUE,1,8.01067702592348e-08,1.45769502364034e-07,5,"Outer edge [4-5]",2.13940265974677e-07
"532508",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5331","O-RING",0,1,1,0,2,"Not PBL","Not PBL",3957.8,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.87472384393407e-06,3.9578e-06,4.01370728193633e-06,4.01603247082699e-06,3.59745384416776,2014-09-30,2013-10-01,TRUE,1,1.14354542996366e-09,2.0808983774658e-09,5,"Outer edge [4-5]",3.05405414110235e-09
"532513",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4330","CENTRIFUGALS SEPARATORS & FILTERS",0,1,1,0,2,"Not PBL","Not PBL",8583.12,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.40295611686983e-06,8.58312e-06,8.70436385005139e-06,8.70940639269406e-06,3.93364518440813,2014-09-30,2013-10-01,TRUE,1,2.47996049593958e-09,4.51275973560924e-09,5,"Outer edge [4-5]",6.62320308746739e-09
"532514",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5330","PACKING AND GASKET MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",120998.23,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000118458418023856,0.00012099823,0.00012270743262732,0.000122778518518519,5.08277901736723,2014-09-30,2013-10-01,TRUE,1,3.49605773283621e-08,6.3617418890099e-08,5,"Outer edge [4-5]",9.33688274792953e-08
"532516",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","6660","METEOROLOG INSTRUMENTS & APPARATUS",0,1,1,0,2,"Not PBL","Not PBL",90851,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.89439931136627e-05,9.0851e-05,9.21343474332199e-05,9.21877219685439e-05,4.95832971196427,2014-09-30,2013-10-01,TRUE,1,2.62499989533651e-08,4.77668650490539e-08,5,"Outer edge [4-5]",7.0105582084312e-08
"532517",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","9330","PLASTICS FABRICATED MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",5740,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,5.61951459502289e-06,5.74e-06,5.82108236856702e-06,5.82445459157788e-06,3.75891189239797,2014-09-30,2013-10-01,TRUE,1,1.65848470564238e-09,3.0179283153908e-09,5,"Outer edge [4-5]",4.42929677344169e-09
"532524",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4010","CHAIN AND WIRE ROPE",0,1,1,0,2,"Not PBL","Not PBL",9174.06,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.98149199749402e-06,9.17406e-06,9.3036513787763e-06,9.30904109589041e-06,3.96256157616916,2014-09-30,2013-10-01,TRUE,1,2.65070351892779e-09,4.82345913607911e-09,5,"Outer edge [4-5]",7.07920459187464e-09
"532526",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4240","SAFETY AND RESCUE EQUIPMENT",0,1,1,0,2,"Not PBL","Not PBL",11294828.5,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.0110577445303189,0.0112948285,0.0114543775326373,0.0114610131912735,7.05287964100502,2014-09-30,2013-10-01,TRUE,1,3.26346695472188e-06,5.93849873652142e-06,5,"Outer edge [4-5]",8.71570512746118e-06
"532530",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","6680","LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",0,1,1,0,2,"Not PBL","Not PBL",42354,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,4.14649688427873e-05,4.2354e-05,4.29522861739177e-05,4.29771689497717e-05,4.62689443227933,2014-09-30,2013-10-01,TRUE,1,1.22375367983932e-08,2.22685254129027e-08,5,"Outer edge [4-5]",3.26826542756706e-08
"532538",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","4510","PLUMBING FIXTURES AND ACCESSORIES",0,1,1,0,2,"Not PBL","Not PBL",903899.29,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000884926002192652,0.00090389929,0.000916667634142726,0.00091719867072552,5.95612004526103,2014-09-30,2013-10-01,TRUE,1,2.61167795802439e-07,4.75244470653769e-07,5,"Outer edge [4-5]",6.97497945768856e-07
"532539",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5306","BOLTS",0,1,1,0,2,"Not PBL","Not PBL",75113.94,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,7.35372616933229e-05,7.511394e-05,7.61749881128225e-05,7.62191171993912e-05,4.87572054290659,2014-09-30,2013-10-01,TRUE,1,2.17030175384214e-08,3.9492767666649e-08,5,"Outer edge [4-5]",5.7962009073605e-08
"532547",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","3120","BEARINGS, PLAIN, UNMOUNTED",0,1,1,0,2,"Not PBL","Not PBL",20917.92,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.04788426371988e-05,2.091792e-05,2.12134033622117e-05,2.12256925418569e-05,4.32051849771757,2014-09-30,2013-10-01,TRUE,1,6.0439112184409e-09,1.09980458305016e-08,5,"Outer edge [4-5]",1.61414068925281e-08
"532548",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4010","CHAIN AND WIRE ROPE",0,1,1,0,2,"Not PBL","Not PBL",61030.96,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,5.97498903254805e-05,6.103096e-05,6.18930740753866e-05,6.19289294774226e-05,4.78555020134154,2014-09-30,2013-10-01,TRUE,1,1.76339570959358e-08,3.20883383797009e-08,5,"Outer edge [4-5]",4.70948143219597e-08
"532549",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5331","O-RING",0,1,1,0,2,"Not PBL","Not PBL",3558.72,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.48402072815328e-06,3.55872e-06,3.6089899384437e-06,3.61108066971081e-06,3.55129381906913,2014-09-30,2013-10-01,TRUE,1,1.02823740272886e-09,1.87107349382361e-09,5,"Outer edge [4-5]",2.74610226717463e-09
"532550",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5355","KNOBS AND POINTERS",0,1,1,0,2,"Not PBL","Not PBL",14430.63,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.41277240244556e-05,1.443063e-05,1.46344748885565e-05,1.46429528158295e-05,4.15928529156135,2014-09-30,2013-10-01,TRUE,1,4.16950856233171e-09,7.58721374319301e-09,5,"Outer edge [4-5]",1.11354604351447e-08
"532556",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","3110","BEARINGS, ANTIFRICTION, UNMOUNTED",0,1,1,0,2,"Not PBL","Not PBL",3277460.87,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00320866536473544,0.00327746087,0.0033237577846734,0.0033256832775241,6.51553751529896,2014-09-30,2013-10-01,TRUE,1,9.46971903525497e-07,1.72319546379065e-06,5,"Outer edge [4-5]",2.5290673966154e-06
"532557",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4520","SPACE AND WATER HEATING EQUIPMENT",0,1,1,0,2,"Not PBL","Not PBL",39183.07,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.8360598213032e-05,3.918307e-05,3.97365640981406e-05,3.97595839675292e-05,4.59309846003612,2014-09-30,2013-10-01,TRUE,1,1.13213453510653e-08,2.06013408426724e-08,5,"Outer edge [4-5]",3.02357919032299e-08
"532558",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4540","WASTE DISPOSAL EQUIPMENT",0,1,1,0,2,"Not PBL","Not PBL",17495.73,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.71284860776271e-05,1.749573e-05,1.77428720258204e-05,1.77531506849315e-05,4.24293206790253,2014-09-30,2013-10-01,TRUE,1,5.05512205906768e-09,9.19875591732268e-09,5,"Outer edge [4-5]",1.35006586128932e-08
"532560",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4330","CENTRIFUGALS SEPARATORS & FILTERS",0,1,1,0,2,"Not PBL","Not PBL",405762.54,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00039724538600062,0.00040576254,0.000411494280038148,0.000411732663622527,5.60827195047892,2014-09-30,2013-10-01,TRUE,1,1.17238844375018e-07,2.13338372611653e-07,5,"Outer edge [4-5]",3.13108485924304e-07
"532565",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5305","SCREWS",0,1,1,0,2,"Not PBL","Not PBL",614064.69,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000601175172080697,0.00061406469,0.000622738874585117,0.000623099634703196,5.78821412526192,2014-09-30,2013-10-01,TRUE,1,1.77424546452966e-07,3.22857703037051e-07,5,"Outer edge [4-5]",4.73845775279002e-07
