"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","Contracting.Agency.ID","MajorCommandID","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","MajorCommandCode","ContractingOfficeCode","MajorCommandName","MCC_StartFiscal_Year","MCC_EndFiscal_Year","ContractingOfficeName","Contracting.Department.ID","Contracting.Agency.Name","CSIS.Name","Summarized.Agency","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"358470",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5330","PACKING AND GASKET MATERIALS",0,0,1,0,2,"Not PBL","Not PBL",659597.04,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000645751775803814,0.00065959704,0.000668914407648605,0.000669301917808219,5.81927869804199,2014-09-30,2013-10-01,TRUE,1,1.90580418593551e-07,3.46797314244592e-07,3,"No history [0-3]",2.66332316668051e-07
"358486",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","9535","PLATE SHEET STRIP-NONFERROUS METAL",0,0,1,0,2,"Not PBL","Not PBL",10891.5,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.06628820926292e-05,1.08915e-05,1.10453516754787e-05,1.10517503805175e-05,4.03708769581288,2014-09-30,2013-10-01,TRUE,1,3.14693138876375e-09,5.72644011273151e-09,3,"No history [0-3]",4.39777356640362e-09
"358490",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","3120","BEARINGS, PLAIN, UNMOUNTED",0,0,1,0,2,"Not PBL","Not PBL",266477.97,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000260884467189385,0.00026647797,0.000270242197348176,0.000270398751902587,5.42566131128791,2014-09-30,2013-10-01,TRUE,1,7.69947103894822e-08,1.40106517611648e-07,3,"No history [0-3]",1.07598565165028e-07
"358491",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","3431","ELECTRIC ARC WELDING EQUIPMENT",0,0,1,0,2,"Not PBL","Not PBL",42463,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,4.15716808795221e-05,4.2463e-05,4.30628258913696e-05,4.30877727042111e-05,4.62801067370705,2014-09-30,2013-10-01,TRUE,1,1.22690306717234e-08,2.23258345046062e-08,3,"No history [0-3]",1.71457245512737e-08
"358561",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","4240","SAFETY AND RESCUE EQUIPMENT",0,0,1,0,2,"Not PBL","Not PBL",4667260.96,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00456929287168999,0.00466726096,0.00473318997974864,0.00473593197361745,6.6690620842191,2014-09-30,2013-10-01,TRUE,1,1.34853326121982e-06,2.45391271890279e-06,3,"No history [0-3]",1.88454821442369e-06
"358562",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5675","NONWOOD CONSTRUCT MATERIAL",0,0,1,0,2,"Not PBL","Not PBL",71063.92,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,6.95722535922541e-05,7.106392e-05,7.20677581451667e-05,7.21095078640284e-05,4.85164916019544,2014-09-30,2013-10-01,TRUE,1,2.05328265580128e-08,3.73633826429732e-08,3,"No history [0-3]",2.86942137355756e-08
"358672",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","3830","TRUCK AND TRACTOR ATTACHMENTS",0,0,1,0,2,"Not PBL","Not PBL",8328.01,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.15320100043494e-06,8.32801e-06,8.44565020492157e-06,8.45054287163876e-06,3.9205412379893,2014-09-30,2013-10-01,TRUE,1,2.40625038561616e-09,4.37863017244908e-09,3,"No history [0-3]",3.36268670419548e-09
"358673",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4010","CHAIN AND WIRE ROPE",0,0,1,0,2,"Not PBL","Not PBL",281118.31,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000275217499298461,0.00028111831,0.000285089344568355,0.000285254500253678,5.4488891333093,2014-09-30,2013-10-01,TRUE,1,8.12248114304934e-08,1.47803990892649e-07,3,"No history [0-3]",1.13510046618928e-07
"358674",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4330","CENTRIFUGALS SEPARATORS & FILTERS",0,0,1,0,2,"Not PBL","Not PBL",5134744.8,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00502696399744214,0.0051347448,0.00520727742550021,0.00521029406392694,6.71051886376466,2014-09-30,2013-10-01,TRUE,1,1.48360552581476e-06,2.69970239098008e-06,3,"No history [0-3]",2.07330899799554e-06
"358675",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","5315","NAILS, MACHINE KEYS, AND PINS",0,0,1,0,2,"Not PBL","Not PBL",703407.65,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000688642779690897,0.00070340765,0.000713343879674244,0.000713757128361238,5.84720708723188,2014-09-30,2013-10-01,TRUE,1,2.03238820445443e-07,3.69831683658101e-07,3,"No history [0-3]",2.84022179642482e-07
"358676",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","5331","O-RING",0,0,1,0,2,"Not PBL","Not PBL",313071.48,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000306499956645543,0.00031307148,0.000317493880196722,0.000317677808219178,5.49564350631772,2014-09-30,2013-10-01,TRUE,1,9.04571883889935e-08,1.64604056486638e-07,3,"No history [0-3]",1.26412108445931e-07
"358734",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","9330","PLASTICS FABRICATED MATERIALS",0,0,1,0,2,"Not PBL","Not PBL",53489.43,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,5.23666607255148e-05,5.348943e-05,5.42450135675435e-05,5.42764383561644e-05,4.72826796994262,2014-09-30,2013-10-01,TRUE,1,1.54549480084544e-08,2.81232169636087e-08,3,"No history [0-3]",2.15979801988704e-08
"358741",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","3110","BEARINGS, ANTIFRICTION, UNMOUNTED",0,0,1,0,2,"Not PBL","Not PBL",9016.56,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.82729799945985e-06,9.01656e-06,9.14392655768757e-06,9.14922374429224e-06,3.9550408770129,2014-09-30,2013-10-01,TRUE,1,2.60519631663882e-09,4.74065012742509e-09,3,"No history [0-3]",3.6407096568785e-09
"358742",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","3120","BEARINGS, PLAIN, UNMOUNTED",0,0,1,0,2,"Not PBL","Not PBL",336035.45,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000328981901693394,0.00033603545,0.000340782235750607,0.000340979654997463,5.52638509562577,2014-09-30,2013-10-01,TRUE,1,9.70922742819953e-08,1.76677857060991e-07,3,"No history [0-3]",1.35684508046141e-07
"358767",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS",0,0,1,0,2,"Not PBL","Not PBL",154357.41,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00015111737253396,0.00015435741,0.00015653783933949,0.000156628523592085,5.18852748282923,2014-09-30,2013-10-01,TRUE,1,4.45991992487055e-08,8.11567244476283e-08,3,"No history [0-3]",6.23264873962747e-08
"358768",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5420","BRIDGES, FIXED AND FLOATING",0,0,1,0,2,"Not PBL","Not PBL",7455.36,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,7.29886835037453e-06,7.45536e-06,7.56067328350519e-06,7.56505327245053e-06,3.8724686192496,2014-09-30,2013-10-01,TRUE,1,2.15411159147351e-09,3.91981568735748e-09,3,"No history [0-3]",3.0103277910318e-09
"358830",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4240","SAFETY AND RESCUE EQUIPMENT",0,0,1,0,2,"Not PBL","Not PBL",90162.46,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.8269905904733e-05,9.016246e-05,9.14360812217124e-05,9.14890512430238e-05,4.95502575252619,2014-09-30,2013-10-01,TRUE,1,2.60510559116886e-08,4.74048503517927e-08,3,"No history [0-3]",3.64058286985194e-08
"358861",2014-01-01,"Other","Defense","DLA","97AS","ORG-2785","5680","MISC CONTRUCT MATERIALS",0,0,1,0,2,"Not PBL","Not PBL",483561.16,"DLA TROOP SUPT MED",NA,"DLA TROOP SUPPORT MEDICAL",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000473410974948815,0.00048356116,0.000490391871533069,0.000490675961440893,5.68445141072661,2014-09-30,2013-10-01,TRUE,1,1.39717558902907e-07,2.54242668464672e-07,3,"No history [0-3]",1.95252489297844e-07
"358862",2014-01-01,"Other","Defense","DLA","97AS","ORG-2785","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0,0,1,0,2,"Not PBL","Not PBL",0,"DLA TROOP SUPT MED",NA,"DLA TROOP SUPPORT MEDICAL",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0,0,0,0,0,2014-09-30,2013-10-01,TRUE,1,0,0,3,"No history [0-3]",0
"358863",2014-01-01,"Other","Defense","DLA","97AS","ORG-2785","6635","PHYSICAL PROPERTIES TEST EQ",0,0,1,0,2,"Not PBL","Not PBL",3160,"DLA TROOP SUPT MED",NA,"DLA TROOP SUPPORT MEDICAL",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.09367005579657e-06,3.16e-06,3.20463768025641e-06,3.20649416539827e-06,3.4996870826184,2014-09-30,2013-10-01,TRUE,1,9.1303339195643e-10,1.66143788791549e-09,3,"No history [0-3]",1.27594587245425e-09
"358864",2014-01-01,"Other","Defense","DLA","97AS","ORG-2785","7210","HOUSEHOLD FURNISHINGS",0,0,1,0,2,"Not PBL","Not PBL",92759.14,"DLA TROOP SUPT MED",NA,"DLA TROOP SUPPORT MEDICAL",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,9.08120803226082e-05,9.275914e-05,9.40694415291707e-05,9.41239370877727e-05,4.96735671349995,2014-09-30,2013-10-01,TRUE,1,2.68013266547979e-08,4.87701106476131e-08,3,"No history [0-3]",3.74543170301917e-08
"358925",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","3740","PEST DISEASE & FROST CONT EQ",0,0,1,0,2,"Not PBL","Not PBL",-5622.36,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,-5.50434391611026e-06,-5.62236e-06,-5.70178060378684e-06,-5.70508371385084e-06,NA,2014-09-30,2013-10-01,TRUE,1,-1.62449443721524e-09,-2.95607655806979e-09,3,"No history [0-3]",-2.27019842894046e-09
"358926",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4020","FIBER ROPE, CORDAGE, AND TWINE",0,0,1,0,2,"Not PBL","Not PBL",0,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0,0,0,0,0,2014-09-30,2013-10-01,TRUE,1,0,0,3,"No history [0-3]",0
"359012",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5305","SCREWS",0,0,1,0,2,"Not PBL","Not PBL",13128.5,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.285292636947e-05,1.31285e-05,1.33139511978627e-05,1.33216641298833e-05,4.118215108501,2014-09-30,2013-10-01,TRUE,1,3.79327812857595e-09,6.90259092136029e-09,3,"No history [0-3]",5.3010301856062e-09
"359013",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5325","FASTENING DEVICES",0,0,1,0,2,"Official PBL","All PBL",3334.8,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.26480091837671e-06,3.3348e-06,3.38190687851869e-06,3.38386605783866e-06,3.523069792825,2014-09-30,2013-10-01,TRUE,1,9.63539163131741e-10,1.75334274323436e-09,3,"No history [0-3]",1.34652667577862e-09
"359078",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","6645","TIME MEASURING INSTRUMENTS",0,0,1,0,2,"Not PBL","Not PBL",28668.3,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.80665383736053e-05,2.86683e-05,2.90732640534477e-05,2.90901065449011e-05,4.45740194050459,2014-09-30,2013-10-01,TRUE,1,8.28326430083054e-09,1.50729746209265e-08,3,"No history [0-3]",1.15756959035697e-08
"359079",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","6665","HAZARD-DETECTING INSTRU & APPARATUS",0,0,1,0,2,"Not PBL","Not PBL",0,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0,0,0,0,0,2014-09-30,2013-10-01,TRUE,1,0,0,3,"No history [0-3]",0
"359122",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4420","HEAT EXCHANGERS & STEAM CONDENSERS",0,0,1,0,2,"Not PBL","Not PBL",4117.5,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,4.03107166289316e-06,4.1175e-06,4.17566317989106e-06,4.17808219178082e-06,3.61463360784179,2014-09-30,2013-10-01,TRUE,1,1.18968828841158e-09,2.16486408338355e-09,3,"No history [0-3]",1.66256554741467e-09
"359151",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","7110","OFFICE FURNITURE",0,0,1,0,2,"Not PBL","Not PBL",8972.35,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.78401598896404e-06,8.97235e-06,9.09909205393942e-06,9.10436326737697e-06,3.95290620651859,2014-09-30,2013-10-01,TRUE,1,2.59242251718996e-09,4.71740577013878e-09,3,"No history [0-3]",3.62285852807433e-09
"359152",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","9905","SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES",0,0,1,0,2,"Not PBL","Not PBL",157453.95,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000154148914646168,0.00015745395,0.00015967812059342,0.000159770624048706,5.19715356012458,2014-09-30,2013-10-01,TRUE,1,4.54938968498222e-08,8.27847968771998e-08,3,"No history [0-3]",6.35768093683916e-08
"359153",2014-01-01,"Other","Defense","DLA","97AS","ORG-2785","5450","MISC PREFABRICATED STRUCTURES",0,0,1,0,2,"Not PBL","Not PBL",196334.54,"DLA TROOP SUPT MED",NA,"DLA TROOP SUPPORT MEDICAL",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000192213382062213,0.00019633454,0.000199107931905003,0.000199223277524099,5.29299670923755,2014-09-30,2013-10-01,TRUE,1,5.67278452577232e-08,1.03227102361538e-07,3,"No history [0-3]",7.92760271940517e-08
"359598",2014-01-01,"Other","Defense","DLA","97AS","ORG-2773","3610","PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",0,0,1,0,2,"Not PBL","Not PBL",9565098.22,"DLA DOCUMENT SVCS",NA,"DLA DOCUMENT SVCS",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.0093643221341668,0.00956509822,0.00970021334530554,0.00970583279553526,6.98068943397492,2014-09-30,2013-10-01,TRUE,1,2.7636879975326e-06,5.02905588112057e-06,3,"No history [0-3]",3.86219860551534e-06
"359603",2014-01-01,"Other","Defense","DLA","97AS","ORG-2774","6850","MISCELLANEOUS CHEMICAL SPECIALTIES",0,0,1,0,2,"Not PBL","Not PBL",40098.9,"DLA DISTRIBUTION",NA,"DLA DISTRIBUTION",2005,2014,"DLA DISTRIBUTION","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.92572044937915e-05,4.00989e-05,4.06653309736815e-05,4.06888888888889e-05,4.60313245914181,2014-09-30,2013-10-01,TRUE,1,1.15859603420005e-08,2.10828581404223e-08,3,"No history [0-3]",1.61911474509353e-08
