"","Fiscal.Year","ProductOrServiceArea","SubCustomer","Customer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation","Graph","pObligation","pObligationLS","LengthSingleScore","JointScore","AddressCat","pObligationA"
"96008",2013-09-30,"Other","DLA","Defense","4010","CHAIN AND WIRE ROPE",0,0,0,0,2,"Not PBL","Not PBL",10962898.4723,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0109628984723,0.0111332369983751,7.03992539211421,TRUE,3.63015459036695e-06,6.31815624789714e-06,0,2,"No history [0-3]",5.13440975320166e-06
"96010",2013-09-30,"Other","DLA","Defense","4430","INDUSTRIAL FURNACES, KILNS, LEHRS, AND OVENS",0,0,0,0,2,"Not PBL","Not PBL",781754.98,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.00078175498,0.00079390167563725,5.89307065650228,TRUE,2.58863240990486e-07,4.50542356448136e-07,0,2,"No history [0-3]",3.66130399188479e-07
"96011",2013-09-30,"Other","DLA","Defense","4520","SPACE AND WATER HEATING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",7666068.1049,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0076660681049,0.00778518138001422,6.88457267318221,TRUE,2.53847213776394e-06,4.41812137694798e-06,0,2,"No history [0-3]",3.59035842080994e-06
"96013",2013-09-30,"Other","DLA","Defense","4630","SEWAGE TREATMENT EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",331964.1305,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0003319641305,0.000337122098608713,5.52109115970553,TRUE,1.09923585921792e-07,1.91318130920927e-07,0,2,"No history [0-3]",1.55473470237723e-07
"96014",2013-09-30,"Other","DLA","Defense","4730","FITTINGS - HOSE PIPE & TUBE",0,0,0,0,2,"Not PBL","Not PBL",77246801.3725,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0772468013725,0.0784470411013507,7.88788050524854,TRUE,2.55788039360282e-05,4.45190076287678e-05,0,2,"No history [0-3]",3.61780902534789e-05
"96015",2013-09-30,"Other","DLA","Defense","5136","TAPS, DIES, AND COLLETS; HAND AND MACHINE",0,0,0,0,2,"Not PBL","Not PBL",10727.9502,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,1.07279502e-05,1.08946381639078e-05,4.03051674881862,TRUE,3.55235595423585e-09,6.18275046097723e-09,0,2,"No history [0-3]",5.02437309603084e-09
"96016",2013-09-30,"Other","DLA","Defense","5315","NAILS, MACHINE KEYS, AND PINS",0,0,0,0,2,"Not PBL","Not PBL",13033573.3603,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0130335733603,0.0132360854679598,7.11506350073968,TRUE,4.31581905846575e-06,7.5115311125862e-06,0,2,"No history [0-3]",6.10419829658005e-06
"96017",2013-09-30,"Other","DLA","Defense","5320","RIVETS",0,0,0,0,2,"Not PBL","Not PBL",8709810.2688,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0087098102688,0.00884514092495176,6.9400086946046,TRUE,2.88408743439509e-06,5.01965263172525e-06,0,2,"No history [0-3]",4.07918899419312e-06
"96018",2013-09-30,"Other","DLA","Defense","5325","FASTENING DEVICES",0,0,0,0,2,"Not PBL","Not PBL",7805762.0178,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0078057620178,0.00792704581882807,6.8924153063698,TRUE,2.58472911081186e-06,4.49863000984396e-06,0,2,"No history [0-3]",3.6557832526342e-06
"96019",2013-09-30,"Other","DLA","Defense","5330","PACKING AND GASKET MATERIALS",0,0,0,0,2,"Not PBL","Not PBL",58070685.9152,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0580706859152,0.05897297239281,7.76395695583231,TRUE,1.92289992991784e-05,3.34673962330163e-05,0,2,"No history [0-3]",2.71970680829958e-05
"96235",2013-09-30,"Other","DLA","Defense","6730","PHOTOGRAPHIC PROJECTION EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",140017.2996,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0001400172996,0.000142192850208185,5.14618169751156,TRUE,4.63640563814404e-08,8.06950076676052e-08,0,2,"No history [0-3]",6.55762881047984e-08
"96236",2013-09-30,"Other","DLA","Defense","7540","STANDARD FORMS",0,0,0,0,2,"Not PBL","Not PBL",364,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,3.64e-07,3.6965573271047e-07,2.56110138364906,TRUE,1.20531652667613e-10,2.09781097585232e-10,0,2,"No history [0-3]",1.704772834381e-10
"96237",2013-09-30,"Other","DLA","Defense","7630","NEWSPAPERS AND PERIODICALS",0,0,0,0,2,"Not PBL","Not PBL",16677,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,1.6677e-05,1.69361226769574e-05,4.22211792875822,TRUE,5.52227025147743e-09,9.61131693524428e-09,0,2,"No history [0-3]",7.81057597773956e-09
"96238",2013-09-30,"Other","DLA","Defense","7640","MAPS, ATLASES, CHARTS, AND GLOBES",0,0,0,0,2,"Not PBL","Not PBL",17474,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,1.7474e-05,1.7745506245557e-05,4.24239233137574,TRUE,5.78618158987327e-09,1.00706453274845e-08,0,2,"No history [0-3]",8.18384629339936e-09
"96239",2013-09-30,"Other","DLA","Defense","8020","PAINT AND ARTISTS' BRUSHES",0,0,0,0,2,"Not PBL","Not PBL",31810.8203,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,3.18108203e-05,3.23050881486747e-05,4.5025748683268,TRUE,1.0533545998548e-08,1.83332659275291e-08,0,2,"No history [0-3]",1.48984127161582e-08
"96241",2013-09-30,"Other","DLA","Defense","9520","STRUCTURAL SHAPES",0,0,0,0,2,"Not PBL","Not PBL",775904.8395,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0007759048395,0.000787960637249924,5.88980846067282,TRUE,2.56926078620149e-07,4.4717079354946e-07,0,2,"No history [0-3]",3.63390519902295e-07
"96242",2013-09-30,"Other","DLA","Defense","9545","PLATE, SHEET, STRIP, FOIL, AND WIRE: PRECIOUS METAL",0,0,0,0,2,"Not PBL","Not PBL",75754.2012,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,7.57542012e-05,7.6931249314512e-05,4.87940672308039,TRUE,2.50845578767881e-08,4.36587897649135e-08,0,2,"No history [0-3]",3.54790396417563e-08
"96243",2013-09-30,"Other","DLA","Defense","9925","ECCLESIASTICAL EQ FURNISHING & SUP",0,0,0,0,2,"Not PBL","Not PBL",130206.0015,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0001302060015,0.000132229106834569,5.1146310023448,TRUE,4.31152322748261e-08,7.50405437001495e-08,0,2,"No history [0-3]",6.09812236897177e-08
"96939",2013-09-30,"Other","DLA","Defense","6660","METEOROLOG INSTRUMENTS & APPARATUS",0,0,0,0,2,"Not PBL","Not PBL",1336964.5059,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0013369645059,0.00135773789570428,6.12611987764614,TRUE,4.42710278719961e-07,7.70521652418131e-07,0,2,"No history [0-3]",6.26159552249984e-07
"96946",2013-09-30,"Other","DLA","Defense","7220","FLOOR COVERINGS",0,0,0,0,2,"Not PBL","Not PBL",1735698.4166,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0017356984166,0.00176266722514471,6.23947426727794,TRUE,5.74743402981751e-07,1.00032065634972e-06,0,2,"No history [0-3]",8.129042607961e-07
"96947",2013-09-30,"Other","DLA","Defense","7230","DRAPERIES, AWNINGS, AND SHADES",0,0,0,0,2,"Not PBL","Not PBL",31398.2305,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,3.13982305e-05,3.18860876409059e-05,4.49690517336812,TRUE,1.03969247609991e-08,1.80954814739674e-08,0,2,"No history [0-3]",1.47051786824267e-08
"96948",2013-09-30,"Other","DLA","Defense","7240","HOUSEHOLD & COMM UTIL CONTAINERS",0,0,0,0,2,"Not PBL","Not PBL",73953.9997,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,7.39539997e-05,7.51030767746522e-05,4.86896166718572,TRUE,2.44884555088493e-08,4.26212945820987e-08,0,2,"No history [0-3]",3.46359257369178e-08
"96949",2013-09-30,"Other","DLA","Defense","7320","KITCHEN EQUIPMENT AND APPLIANCES",0,0,0,0,2,"Not PBL","Not PBL",3057317.1129,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0030573171129,0.00310482087224535,6.48534048721808,TRUE,1.01237220974399e-06,1.76199818574252e-06,0,2,"No history [0-3]",1.43187669235167e-06
"96950",2013-09-30,"Other","DLA","Defense","7490","MISCELLANEOUS OFFICE MACHINES",0,0,0,0,2,"Not PBL","Not PBL",381948.3287,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0003819483287,0.000387882937645984,5.5820046140156,TRUE,1.26474899153417e-07,2.20125108833877e-07,0,2,"No history [0-3]",1.78883278820051e-07
"96951",2013-09-30,"Other","DLA","Defense","8010","PAINT,DOPE,VARNISH & RELATED PROD",0,0,0,0,2,"Not PBL","Not PBL",4181704.893,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.004181704893,0.00424667908296943,6.62135338097714,TRUE,1.38469176297125e-06,2.41000725887658e-06,0,2,"No history [0-3]",1.95847717114959e-06
"96952",2013-09-30,"Other","DLA","Defense","8030","PRESERVATIVE AND SEALING COMPOUNDS",0,0,0,0,2,"Not PBL","Not PBL",1090473.8972,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0010904738972,0.00110741738316238,6.03761527428182,TRUE,3.61089618187936e-07,6.28463766600719e-07,0,2,"No history [0-3]",5.10717108941798e-07
"96955",2013-09-30,"Other","DLA","Defense","9340","GLASS FABRICATED MATERIALS",0,0,0,0,2,"Not PBL","Not PBL",1652329.0915,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0016523290915,0.00167800253021225,6.21809654927294,TRUE,5.47137242168326e-07,9.52273105458461e-07,0,2,"No history [0-3]",7.73858722155672e-07
"96956",2013-09-30,"Other","DLA","Defense","9350","REFRACTORIES & FIRE SURFACING MAT",0,0,0,0,2,"Not PBL","Not PBL",120541.98,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.00012054198,0.00012241492840459,5.08113832083035,TRUE,3.99151760033691e-08,6.94709584326844e-08,0,2,"No history [0-3]",5.64551354138732e-08
"97168",2013-09-30,"Other","DLA","Defense","3410","ELECT & ULTRASONIC EROSION MACHINES",0,0,0,0,2,"Not PBL","Not PBL",327083,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.000327083,0.000332165126434447,5.51465797244032,TRUE,1.08307292718354e-07,1.88505029509534e-07,0,2,"No history [0-3]",1.53187421150506e-07
"97169",2013-09-30,"Other","DLA","Defense","3426","METAL FINISHING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",1799133.5516,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0017991335516,0.00182708799796892,6.25506340268416,TRUE,5.95748737209067e-07,1.03687970098095e-06,0,2,"No history [0-3]",8.42613737415136e-07
"97491",2013-09-30,"Other","DLA","Defense","3442","HYDRAULIC AND PNEUMATIC PRESSES, POWER DRIVEN",0,0,0,0,2,"Not PBL","Not PBL",1765217.2725,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0017652172725,0.00179264473697573,6.2467981683303,TRUE,5.8451800871385e-07,1.01733301346555e-06,0,2,"No history [0-3]",8.26729245312673e-07
"97492",2013-09-30,"Other","DLA","Defense","3450","MACHINE TOOLS, PORTABLE",0,0,0,0,2,"Not PBL","Not PBL",580488.8597,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0005804888597,0.000589508337260079,5.7637938895057,TRUE,1.92217806634009e-07,3.34548324516115e-07,0,2,"No history [0-3]",2.71868582054221e-07
"97493",2013-09-30,"Other","DLA","Defense","3694","CLEAN WORK STATIONS ENVIRONMENT EQ",0,0,0,0,2,"Not PBL","Not PBL",119524.02,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.00011952402,0.000121381151619783,5.07745519152,TRUE,3.95780979782331e-08,6.88842859983496e-08,0,2,"No history [0-3]",5.59783797670362e-08
"97494",2013-09-30,"Other","DLA","Defense","3895","MISC CONTRUCT EQ",0,0,0,0,2,"Not PBL","Not PBL",656960.5664,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0006569605664,0.000667168240479334,5.8175393021186,TRUE,2.17539952762756e-07,3.78620628268154e-07,0,2,"No history [0-3]",3.07683661224802e-07
"97495",2013-09-30,"Other","DLA","Defense","3990","MISC MATERIALS HANDLING EQ",0,0,0,0,2,"Not PBL","Not PBL",12036273.2865,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0120362732865,0.01222328961765,7.08049203994138,TRUE,3.98558217357387e-06,6.93676544197193e-06,0,2,"No history [0-3]",5.63711860604697e-06
"97496",2013-09-30,"Other","DLA","Defense","4030","FITTINGS FOR ROPE, CABLE, AND CHAIN",0,0,0,0,2,"Not PBL","Not PBL",5612103.221,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.005612103221,0.00569930255001523,6.74912565022134,TRUE,1.85834086859441e-06,3.23437685017307e-06,0,2,"No history [0-3]",2.62839591068762e-06
"97497",2013-09-30,"Other","DLA","Defense","4440","DRIERS DEHYDRATORS & ANHYDRATORS",0,0,0,0,2,"Not PBL","Not PBL",4914781.8102,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0049147818102,0.00499114634934498,6.69150424226388,TRUE,1.62743619253882e-06,2.83249539158157e-06,0,2,"No history [0-3]",2.30180948267551e-06
"97498",2013-09-30,"Other","DLA","Defense","4540","WASTE DISPOSAL EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",1424095.6821,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0014240956821,0.001446222892353,6.15353916964637,TRUE,4.71562104726167e-07,8.20737239717934e-07,0,2,"No history [0-3]",6.66966931978947e-07
"97499",2013-09-30,"Other","DLA","Defense","4610","WATER PURIFICATION EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",3765545.6795,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0037655456795,0.00382405370112725,6.57582792035708,TRUE,1.24688858226793e-06,2.17016567487044e-06,0,2,"No history [0-3]",1.76357142336054e-06
"97500",2013-09-30,"Other","DLA","Defense","4820","VALVES, NONPOWERED",0,0,0,0,2,"Not PBL","Not PBL",156342320.3604,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.1563423203604,0.158771524688128,8.19407655326674,TRUE,5.17697754256275e-05,9.01034713302932e-05,0,2,"No history [0-3]",7.32220166523357e-05
"97502",2013-09-30,"Other","DLA","Defense","4935","GUIDED MISSILE MAINT EQ",0,0,0,0,2,"Not PBL","Not PBL",277170.1401,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0002771701401,0.000281476734132223,5.44274644134993,TRUE,9.17796018032056e-08,1.59739165406677e-07,0,2,"No history [0-3]",1.29811023446169e-07
"97504",2013-09-30,"Other","DLA","Defense","5130","HAND TOOLS, POWER DRIVEN",0,0,0,0,2,"Not PBL","Not PBL",402963.9796,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0004029639796,0.000409225123997156,5.60526622688526,TRUE,1.334338308426e-07,2.32236884417036e-07,0,2,"No history [0-3]",1.8872583671872e-07
"97505",2013-09-30,"Other","DLA","Defense","5306","BOLTS",0,0,0,0,2,"Not PBL","Not PBL",22503428.2084,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0225034282084,0.0228530803375647,7.35224868427039,TRUE,7.45158074902592e-06,1.29692139257929e-05,0,2,"No history [0-3]",1.05393497500339e-05
"97788",2013-09-30,"Other","DLA","Defense","5620","TILE, BRICK AND BLOCK",0,0,0,0,2,"Not PBL","Not PBL",13271.9102,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,1.32719102e-05,1.34781255204631e-05,4.12293343451597,TRUE,4.3947397540169e-09,7.64888980441934e-09,0,2,"No history [0-3]",6.21582196958905e-09
"97789",2013-09-30,"Other","DLA","Defense","5630","PIPE AND CONDUIT, NONMETALLIC",0,0,0,0,2,"Not PBL","Not PBL",39823.0195,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,3.98230195e-05,4.04417787143292e-05,4.60013418644156,TRUE,1.31866328421692e-08,2.29508701644728e-08,0,2,"No history [0-3]",1.86508796226992e-08
"98433",2013-09-30,"Other","DLA","Defense","3220","WOODWORKING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",40127.4004,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,4.01274004e-05,4.07508890017264e-05,4.60344102545762,TRUE,1.32874227677666e-08,2.31262914811926e-08,0,2,"No history [0-3]",1.87934346473213e-08
"98434",2013-09-30,"Other","DLA","Defense","3680","FOUNDRY MACHINE - RELATED EQ & SUP",0,0,0,0,2,"Not PBL","Not PBL",93312.2188,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,9.33122188e-05,9.47620786026201e-05,4.96993851630776,TRUE,3.08985602913349e-08,5.37778562581795e-08,0,2,"No history [0-3]",4.37022350895759e-08
"98999",2013-09-30,"Other","DLA","Defense","3405","SAWS AND FILING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",910275.1485,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0009102751485,0.000924418755458515,5.95917268618209,TRUE,3.01420241843302e-07,5.24611318013435e-07,0,2,"No history [0-3]",4.26322072795312e-07
"99000",2013-09-30,"Other","DLA","Defense","3408","MACHING CENTERS & WAY-TYPE MACHINES",0,0,0,0,2,"Not PBL","Not PBL",4213891.9454,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0042138919454,0.00427936624900985,6.62468339503141,TRUE,1.39534989104892e-06,2.42855735552632e-06,0,2,"No history [0-3]",1.9735517899821e-06
"99001",2013-09-30,"Other","DLA","Defense","3411","BORING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",48695.0591,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,4.86950591e-05,4.94516696455773e-05,4.68748489726258,TRUE,1.61244394232695e-08,2.80640190796037e-08,0,2,"No history [0-3]",2.280604778084e-08
"99002",2013-09-30,"Other","DLA","Defense","3416","LATHES",0,0,0,0,2,"Not PBL","Not PBL",3497422.689,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.003497422689,0.00355176468873769,6.5437481231319,TRUE,1.15810477138016e-06,2.01564057807119e-06,0,2,"No history [0-3]",1.63799757982279e-06
"99003",2013-09-30,"Other","DLA","Defense","3422","ROLLING MILLS AND DRAWING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",26995,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,2.6995e-05,2.74144409464812e-05,4.43128333180726,TRUE,8.93887902132477e-09,1.55578042014103e-08,0,2,"No history [0-3]",1.26429512813503e-08
"99004",2013-09-30,"Other","DLA","Defense","3436","WELDING POSITIONERS & MANIPULATORS",0,0,0,0,2,"Not PBL","Not PBL",112344.1904,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0001123441904,0.000114089763785925,5.05055061887835,TRUE,3.72006344409808e-08,6.47463944215283e-08,0,2,"No history [0-3]",5.26157483226503e-08
"99005",2013-09-30,"Other","DLA","Defense","3439","MISC WELD SOLDER & BRAZING SUPPLY",0,0,0,0,2,"Not PBL","Not PBL",3109903.6713,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0031099036713,0.00315822450624556,6.49274693704267,TRUE,1.029785244887e-06,1.79230496030126e-06,0,2,"No history [0-3]",1.45650530120165e-06
"99006",2013-09-30,"Other","DLA","Defense","3441","BENDING AND FORMING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",2242123.0245,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0022421230245,0.00227696052046308,6.35065943849787,TRUE,7.42436246228275e-07,1.2921841456064e-06,0,2,"No history [0-3]",1.05008528118345e-06
"99007",2013-09-30,"Other","DLA","Defense","3444","MANUAL PRESSES",0,0,0,0,2,"Not PBL","Not PBL",26028.9602,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,2.60289602e-05,2.64333910835788e-05,4.41545681934158,TRUE,8.61899337946573e-09,1.50010545048306e-08,0,2,"No history [0-3]",1.21905121582814e-08
"99008",2013-09-30,"Other","DLA","Defense","3461","ACCESSORIES FOR SECONDARY METALWORKING MACHINERY",0,0,0,0,2,"Not PBL","Not PBL",16812,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,1.6812e-05,1.7073220270133e-05,4.2256193813334,TRUE,5.5669729248569e-09,9.68912036429375e-09,0,2,"No history [0-3]",7.87380244275095e-09
"99009",2013-09-30,"Other","DLA","Defense","3610","PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",911322.968,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.000911322968,0.000925482855692089,5.95967231590058,TRUE,3.01767207271962e-07,5.25215199125471e-07,0,2,"No history [0-3]",4.26812812965349e-07
"99010",2013-09-30,"Other","DLA","Defense","3835","PETROLEUM PRODUCTION AND DISTRIBUTION EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",104551.4199,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0001045514199,0.000106175911343556,5.01932993529379,TRUE,3.46202072233312e-08,6.02552517052651e-08,0,2,"No history [0-3]",4.89660495718356e-08
"99011",2013-09-30,"Other","DLA","Defense","3950","WINCHES HOISTS CRANES & DERRICKS",0,0,0,0,2,"Not PBL","Not PBL",4921997.5485,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0049219975485,0.00499847420381842,6.69214139305772,TRUE,1.62982554655672e-06,2.8366539781213e-06,0,2,"No history [0-3]",2.30518893175074e-06
"99040",2013-09-30,"Other","DLA","Defense","3770","SADDLERY, HARNESS, WHIPS, AND RELATED ANIMAL FURNISHINGS",0,0,0,0,2,"Not PBL","Not PBL",70246.1501,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,7.02461501e-05,7.13376156189702e-05,4.84662252735089,TRUE,2.3260671882116e-08,4.04843804096565e-08,0,2,"No history [0-3]",3.2899375936904e-08
"99041",2013-09-30,"Other","DLA","Defense","4210","FIRE FIGHTING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",12494945.9795,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0124949459795,0.0126890890418402,7.09673438284296,TRUE,4.13746288159803e-06,7.20110846661455e-06,0,2,"No history [0-3]",5.85193529475542e-06
"99042",2013-09-30,"Other","DLA","Defense","4410","INDUSTRIAL BOILERS",0,0,0,0,2,"Not PBL","Not PBL",1117586.2464,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0011175862464,0.00113495099664873,6.04828104848431,TRUE,3.70067355157105e-07,6.44089201692176e-07,0,2,"No history [0-3]",5.23415020038614e-07
